Date,Time,Nitric oxide,Nitrogen dioxide,Nitrogen oxides as nitrogen dioxide,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Modelled Wind Direction,Modelled Wind Speed,Modelled Temperature
2020/6/29,2:00:00,0.51708,2.42199,3.21484,No data,No data,250.4,7.9,11.1
2020/6/29,3:00:00,0.59465,2.28988,3.20167,No data,No data,246.7,7.9,11.1
2020/6/29,4:00:00,0.59465,2.56657,3.47835,No data,No data,247.2,7.6,11.2
2020/6/29,5:00:00,0.59465,3.08042,3.9922,No data,No data,252.4,7.9,11.1
2020/6/29,6:00:00,0.69807,4.7796,5.84996,No data,No data,255.2,8.2,11.2
2020/6/29,7:00:00,0.98246,6.59656,8.10298,No data,No data,255.6,8.5,11.4
2020/6/29,8:00:00,1.93907,9.28009,12.25328,No data,No data,257.1,9.2,11.6
2020/6/29,9:00:00,3.12836,10.93488,15.73163,No data,No data,257.2,9.9,12
2020/6/29,10:00:00,1.73223,8.09521,10.75127,No data,No data,259.1,10.7,12.6
2020/6/29,11:00:00,2.12005,9.3188,12.5695,No data,No data,263.2,10.8,12.6
2020/6/29,12:00:00,1.47369,7.89874,10.15837,No data,No data,264.7,10.5,12.7
2020/6/29,13:00:00,2.99909,11.13309,15.73163,No data,No data,263.4,10.7,12.8
2020/6/29,14:00:00,2.32688,9.3574,12.92524,No data,No data,264.1,10.9,13.1
2020/6/29,15:00:00,2.24932,9.55538,13.00429,No data,No data,268.2,10.5,12.9
2020/6/29,16:00:00,3.59374,10.37942,15.88974,No data,No data,263.3,9.9,13.1
2020/6/29,17:00:00,1.86151,8.29227,11.14654,No data,No data,262.8,10.2,12.7
2020/6/29,18:00:00,2.01663,6.90814,10.00026,No data,No data,267.5,10.3,12.8
2020/6/29,19:00:00,2.7664,8.09058,12.33234,No data,No data,267.6,9.4,12.6
2020/6/29,20:00:00,1.11173,6.79361,8.49825,No data,No data,268.6,9.1,12.4
2020/6/29,21:00:00,0.77563,6.12317,7.31244,No data,No data,267.2,8.7,12.5
2020/6/29,22:00:00,1.13759,5.09385,6.83812,No data,No data,267.9,7.9,12.4
2020/6/29,23:00:00,1.29271,5.88369,7.86582,No data,No data,268.5,7.2,12.3
2020/6/29,24:00:00,0.59465,6.5983,7.51008,No data,No data,269.5,6.6,12.3
2020/6/30,1:00:00,0.55156,6.2691,7.11481,No data,No data,269,6.1,12.8
2020/6/30,2:00:00,0.6205,5.42555,6.37698,No data,No data,269.1,5.4,12.6
2020/6/30,3:00:00,0.43952,5.05745,5.73137,No data,No data,267,5,12.4
2020/6/30,4:00:00,0.49123,4.54337,5.29658,No data,No data,269.6,4.6,12.3
2020/6/30,5:00:00,0.54294,4.7803,5.61279,No data,No data,272.7,3.8,12.3
2020/6/30,6:00:00,1.11173,7.86083,9.56547,No data,No data,276.5,3.1,12.2
2020/6/30,7:00:00,1.55126,10.54668,12.92524,No data,No data,272.1,3.8,12.4
2020/6/30,8:00:00,2.99909,14.33476,18.9333,No data,No data,270.7,4.6,12.8
2020/6/30,9:00:00,2.74055,11.84573,16.04785,No data,No data,263.7,4.9,13.3
2020/6/30,10:00:00,3.36105,9.35277,14.50631,No data,No data,262.6,6,13.7
2020/6/30,11:00:00,2.68884,7.65613,11.77896,No data,No data,261.6,6,14.1
2020/6/30,12:00:00,2.24932,5.80035,9.24925,No data,No data,266.2,5.7,15.1
2020/6/30,13:00:00,2.68884,8.16998,12.29281,No data,No data,273.4,6.1,17
2020/6/30,14:00:00,2.68884,9.94868,14.07151,No data,No data,272.1,5.7,16.7
2020/6/30,15:00:00,2.63713,10.69992,14.74347,No data,No data,269.8,4.6,16.5
2020/6/30,16:00:00,2.27517,11.09681,14.58536,No data,No data,279.7,4.1,16.7
2020/6/30,17:00:00,2.68884,12.6365,16.75933,No data,No data,283,3.5,16.6
2020/6/30,18:00:00,2.7664,15.99592,20.23768,No data,No data,278.9,3,15.7
2020/6/30,19:00:00,1.96492,15.6833,18.69614,No data,No data,293.4,2.3,14.8
2020/6/30,20:00:00,2.55095,23.54649,27.45789,No data,No data,258.4,1.5,14.1
2020/6/30,21:00:00,2.4303,29.15982,32.88623,No data,No data,239.4,1.3,13.5
2020/6/30,22:00:00,4.70547,39.86137,47.07632,No data,No data,228.4,0.3,13.6
2020/6/30,23:00:00,4.70547,39.50563,46.72058,No data,No data,89.2,1.1,13.5
2020/6/30,24:00:00,1.34442,33.4731,35.53452,No data,No data,67.1,1.8,13.3
2020/7/1,1:00:00,0.24131,24.40008,24.77008,No data,No data,346,1.2,12.9
2020/7/1,2:00:00,0.27578,16.17837,16.60122,No data,No data,343,1.2,12.7
2020/7/1,3:00:00,0.15513,22.49001,22.72786,No data,No data,325.2,1.3,12.5
2020/7/1,4:00:00,0.23269,20.67143,21.02822,No data,No data,6.2,1.4,12.3
2020/7/1,5:00:00,0.67221,16.32152,17.35223,No data,No data,9.7,1,12.3
