Date,Time,Nitric oxide,Nitrogen dioxide,Nitrogen oxides as nitrogen dioxide,Carbon monoxide,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Modelled Wind Direction,Modelled Wind Speed,Modelled Temperature
2020/6/19,1:00:00,0.40197,8.54919,9.16553,0.123968,16.275,14.151,113.5,1.4,10.6
2020/6/19,2:00:00,0.4913,10.5326,11.28592,0.123968,16.1,13.915,126.3,2.1,10.4
2020/6/19,3:00:00,0.77044,14.67025,15.85158,0.13242,15.475,13.302,122.2,1.8,10.4
2020/6/19,4:00:00,1.20591,17.90131,19.75035,0.123968,14.7,11.604,124.4,2.2,10.3
2020/6/19,5:00:00,3.18227,30.72252,35.60193,0.135237,13.325,9.882,110.9,2.4,10.1
2020/6/19,6:00:00,2.98128,26.41373,30.98497,0.12115,13.275,10.024,117.9,2.6,9.9
2020/6/19,7:00:00,3.81872,29.38755,35.24284,0.104245,13.25,9.552,138.2,2.6,10.1
2020/6/19,8:00:00,2.34483,19.74597,23.34133,0.118333,13,9.41,133.5,2.5,10.1
2020/6/19,9:00:00,4.42168,26.87274,33.65255,0.140872,18.925,12.618,133,2.6,10.2
2020/6/19,10:00:00,3.91921,21.58982,27.59919,0.123968,15.425,10.566,129.6,2.7,10.5
2020/6/19,11:00:00,5.4266,21.2279,29.54858,0.129602,14.95,9.693,119.8,2.5,11.7
2020/6/19,12:00:00,6.26404,18.66136,28.26609,0.138054,9.15,5.047,137.2,2.6,13.2
2020/6/19,13:00:00,5.86207,14.50684,23.49523,0.101427,4.575,2.193,157.5,2.8,13.8
2020/6/19,14:00:00,4.52217,13.63725,20.57115,0.090158,3.95,1.604,176.4,2.8,14.3
2020/6/19,15:00:00,3.91921,13.07408,19.08346,0.078889,6.775,1.604,233.3,3.6,14.5
2020/6/19,16:00:00,3.75173,11.22761,16.98017,0.073254,5.525,1.25,250.8,4.8,14
2020/6/19,17:00:00,3.08178,12.40875,17.13407,0.081706,5.075,1.368,252.5,4.4,13.4
2020/6/19,18:00:00,2.04335,12.87239,16.00548,0.084523,3.825,1.604,254.6,4.6,12.6
2020/6/19,19:00:00,1.87586,13.0266,15.90288,0.087341,5.375,2.712,257.4,4.4,12.2
2020/6/19,20:00:00,1.57439,12.97586,15.38989,0.092975,3.95,2.359,260.1,4.3,12.3
2020/6/19,21:00:00,0.97143,12.1049,13.5944,0.056348,3.825,1.91,263.3,3.9,12.1
2020/6/19,22:00:00,1.03843,14.72105,16.31328,0.056348,6.1,4.269,249.4,2.9,11.2
2020/6/19,23:00:00,0.77044,14.56765,15.74898,0.056348,6.825,4.481,246.5,2.3,10.1
2020/6/19,24:00:00,0.87094,12.72068,14.0561,0.053531,6.625,4.788,242.1,2.8,9.8
2020/6/20,1:00:00,0.53641,9.31045,10.13293,0.12019,6.775,4.434,220.9,2.6,9.4
2020/6/20,2:00:00,0.71521,9.65249,10.74912,0.12019,6.6,4.033,212.1,2.2,8.5
2020/6/20,3:00:00,0.56993,7.54741,8.42129,0.104227,6.95,4.175,216.8,2.4,7.9
2020/6/20,4:00:00,0.46935,7.13678,7.85645,0.121129,8.175,4.575,240.9,2.4,8.6
2020/6/20,5:00:00,0.93871,9.18997,10.62931,0.109861,8.1,5.094,235.7,2.8,9.5
2020/6/20,6:00:00,2.7826,10.8301,15.0967,0.107045,8.525,5.165,234.7,2.7,10.4
2020/6/20,7:00:00,3.21843,9.85375,14.7886,0.10141,7.825,4.575,236.4,2.8,12.3
2020/6/20,8:00:00,2.21267,6.00421,9.39692,0.076058,8.075,4.316,247,3,14
2020/6/20,9:00:00,2.48087,7.33885,11.1428,0.047888,7.425,3.656,239.4,3.4,15.7
2020/6/20,10:00:00,2.11209,6.98002,10.21851,0.06479,6.625,3.844,231.9,3.1,17
2020/6/20,11:00:00,2.71555,8.67354,12.83733,0.084508,6.65,3.609,227.4,3.5,18.4
2020/6/20,12:00:00,3.15138,12.72942,17.56146,0.107045,7.925,4.481,213.9,3.9,19.4
2020/6/20,13:00:00,4.35829,14.4733,21.15591,0.109861,7.2,3.703,213.8,4.5,19.7
2020/6/20,14:00:00,2.95023,9.90554,14.42916,0.109861,5.475,2.901,211.7,4.8,19.9
2020/6/20,15:00:00,2.58145,9.13591,13.09407,0.107045,5.875,3.325,207.2,5,19.7
2020/6/20,16:00:00,2.3803,9.75243,13.40217,0.115496,7.85,3.844,196.8,4.7,19.4
2020/6/20,17:00:00,2.44735,11.34415,15.0967,0.112678,8.05,4.033,182.1,4.4,19.4
2020/6/20,18:00:00,2.71555,14.63006,18.79385,0.115496,6.025,3.349,169.3,5.4,17.4
2020/6/20,19:00:00,1.40806,12.47555,14.63455,0.118312,7.55,4.104,169.6,4.2,16.3
2020/6/20,20:00:00,1.10634,14.73542,16.43178,0.154933,8.25,5.024,170.4,3.6,15.2
2020/6/20,21:00:00,0.83813,13.76023,15.04535,0.163384,7.075,4.009,168.1,3.4,14.3
2020/6/20,22:00:00,0.97223,14.78699,16.27773,0.171834,7,4.575,161.8,3.4,13.5
2020/6/20,23:00:00,1.24044,20.74307,22.64504,0.171834,8.725,5.425,160.5,3.2,12.9
2020/6/20,24:00:00,1.03928,15.86522,17.45877,0.180285,8.8,5.307,165.5,3.1,12.4
2020/6/21,1:00:00,0.62632,10.2789,11.23925,0.121108,7.975,4.764,176.2,3.7,13.6
2020/6/21,2:00:00,0.40264,4.11134,4.72871,0.115475,7.275,4.316,185,3.8,13.6
2020/6/21,3:00:00,0.43619,4.36829,5.0371,0.126741,7.575,4.575,176.9,4.1,12.9
2020/6/21,4:00:00,0.30198,4.06009,4.52311,0.129558,6.325,4.151,183.4,5.1,12.5
2020/6/21,5:00:00,0.73817,14.28786,15.4197,0.129558,7.1,4.057,183.4,4.8,12.5
2020/6/21,6:00:00,0.63751,7.91453,8.89203,0.132374,4.675,2.948,188.2,5,12.8
2020/6/21,7:00:00,1.1408,8.325,10.0742,0.157722,15.3,4.222,203.4,4.6,14.1
2020/6/21,8:00:00,3.52307,12.99888,18.40084,0.171804,24.425,4.811,234,5.1,17.1
2020/6/21,9:00:00,2.51648,5.65027,9.50881,0.101393,6.7,2.995,241.8,5.4,18.2
2020/6/21,10:00:00,1.74476,4.5206,7.19586,0.05633,9.675,4.434,248.6,5.5,19
2020/6/21,11:00:00,1.94608,4.62311,7.60705,0.076044,11.025,5.283,243.4,5.8,18.8
2020/6/21,12:00:00,1.94608,4.26332,7.24726,0.078861,9.375,4.811,238.2,6.5,19.6
2020/6/21,13:00:00,1.77831,4.52055,7.24726,0.092944,8.375,4.316,245.6,6.6,19.8
2020/6/21,14:00:00,1.71121,4.77764,7.40146,0.081678,7.075,3.679,252.6,6.7,19.6
2020/6/21,15:00:00,1.91252,4.98295,7.91545,0.078861,6.95,3.774,262.6,6.5,19
2020/6/21,16:00:00,2.91911,8.68223,13.15814,0.098576,6.825,3.962,271.5,6,17.4
2020/6/21,17:00:00,2.08029,6.47328,9.66301,0.070412,5.925,3.514,280.4,5.4,16.5
2020/6/21,18:00:00,2.28161,7.70657,11.20498,0.073228,7.125,3.892,276.5,5.5,16.5
2020/6/21,19:00:00,1.61055,6.57676,9.04622,0.08731,7.4,3.915,276.8,3.7,15.6
2020/6/21,20:00:00,0.97304,7.04026,8.53223,0.104209,10.45,6.061,285.3,2.7,13.8
2020/6/21,21:00:00,0.70461,8.01723,9.09762,0.101393,11.5,6.769,254.7,2.2,12.5
2020/6/21,22:00:00,0.97304,14.33892,15.83089,0.123924,12.725,7.123,245.6,2.7,11.4
2020/6/21,23:00:00,0.83883,11.10098,12.38716,0.098576,13.8,7.5,245,2.9,10.8
2020/6/21,24:00:00,0.60396,9.55934,10.4854,0.090127,15.25,8.042,246.4,2.6,10
2020/6/22,1:00:00,0.44774,8.98582,9.67235,0.081664,15.725,8.443,222.1,2.2,8.9
2020/6/22,2:00:00,0.40297,10.01485,10.63273,0.078848,16.075,8.585,244.2,2.3,8.3
2020/6/22,3:00:00,0.67162,8.38531,9.41511,0.059136,16.55,8.443,244.6,2.7,8.2
2020/6/22,4:00:00,0.50371,8.48842,9.26076,0.081664,16.225,8.019,246.7,2.7,7.9
2020/6/22,5:00:00,1.5783,16.25585,18.67587,0.092928,15.6,7.877,248.4,3.4,9
2020/6/22,6:00:00,3.4924,16.04772,21.40266,0.073215,15.9,7.759,246.5,3.3,10.5
2020/6/22,7:00:00,7.35419,19.85019,31.12646,0.067583,17.625,8.066,241.6,3.4,11.9
2020/6/22,8:00:00,8.69742,16.40149,29.73734,0.214015,23.075,8.75,226.9,3.5,13.8
2020/6/22,9:00:00,7.21987,14.0881,25.15841,0.126719,16.55,6.627,227,3.7,15.3
2020/6/22,10:00:00,5.30576,10.18035,18.31574,0.095744,11.875,4.693,217.2,4.3,16.6
2020/6/22,11:00:00,5.64157,11.10601,19.7563,0.149247,14.175,4.717,209.2,4.4,18
2020/6/22,12:00:00,5.2386,15.06805,23.10046,0.135167,15.325,5.825,212.8,4.6,18.8
2020/6/22,13:00:00,4.09685,11.51949,17.80125,0.087295,16.1,5.755,213.1,4.3,17.1
2020/6/22,14:00:00,4.02969,13.47462,19.6534,0.101375,15.275,6.344,209.9,3.9,17.2
2020/6/22,15:00:00,4.70131,13.98829,21.19686,0.123903,18.8,6.179,206.5,3.6,17.5
2020/6/22,16:00:00,3.92895,13.11461,19.13891,0.104191,16.75,5.943,191.5,3.5,17.3
2020/6/22,17:00:00,2.95511,11.67524,16.20634,0.129535,12.125,5.401,182.1,3.5,17
2020/6/22,18:00:00,2.82079,16.66592,20.99107,0.087295,11.55,5.236,197.9,4.5,18.6
2020/6/22,19:00:00,2.11559,18.46749,21.71135,0.112639,11.325,5.094,196.1,3.6,17.5
2020/6/22,20:00:00,0.90668,15.07336,16.46358,0.109824,12.05,5.519,200.1,4.4,17.4
2020/6/22,21:00:00,0.63804,13.89037,14.86867,0.098559,13.4,6.462,220.2,4.2,16.4
2020/6/22,22:00:00,0.57087,15.79405,16.66938,0.118271,14.525,6.981,229.3,3.8,15.9
2020/6/22,23:00:00,0.60445,18.315,19.24181,0.126719,14.625,7.594,229.5,4.1,15.6
2020/6/22,24:00:00,0.47013,7.71673,8.43759,0.121087,13.025,6.981,232.2,3.8,15.2
2020/6/23,1:00:00,0.58255,11.53505,12.42828,0.090096,13.125,7.359,209.1,2.3,13.3
2020/6/23,2:00:00,0.62736,10.98569,11.94763,0.090096,11.7,6.722,197,2.2,12.2
2020/6/23,3:00:00,0.50413,4.78884,5.56183,0.084465,8.725,5.448,193.3,2.5,11.5
2020/6/23,4:00:00,0.63856,5.14919,6.12831,0.084465,7.8,5.118,200.3,2.3,10.7
2020/6/23,5:00:00,0.8066,7.36345,8.60023,0.08728,9.375,6.179,210,2.2,11.2
2020/6/23,6:00:00,3.12559,14.82838,19.62088,0.092911,11.1,6.509,241,3.4,14.4
2020/6/23,7:00:00,7.36027,23.32133,34.60691,0.135144,13.725,6.415,240.4,3.9,16
2020/6/23,8:00:00,11.09081,18.37372,35.37939,0.149221,12.35,5.495,239.2,4.1,17.3
2020/6/23,9:00:00,7.12501,13.38238,24.30724,0.132328,11.25,3.892,234.6,4.1,18.9
2020/6/23,10:00:00,6.01592,11.27207,20.49636,0.180191,9,2.736,231,4.3,20.3
2020/6/23,11:00:00,7.42748,11.01315,22.4018,0.250579,7.75,2.807,221.1,4.1,21.8
2020/6/23,12:00:00,7.86439,13.74212,25.80069,0.225239,9.125,3.467,208.5,4,22.8
2020/6/23,13:00:00,6.95696,10.34415,21.01134,0.216793,9.975,3.42,200.7,4.7,23.5
2020/6/23,14:00:00,6.25118,11.73532,21.32033,0.168929,9.9,3.396,198.2,5,23.7
2020/6/23,15:00:00,6.35201,15.08261,24.82222,0.135144,15.925,4.623,196.5,4.8,23.9
2020/6/23,16:00:00,4.23467,13.74579,20.23887,0.140775,14.05,5.118,195.6,4.7,24
2020/6/23,17:00:00,3.1592,15.90981,20.75385,0.073203,12.35,4.458,194.4,4.6,23.8
2020/6/23,18:00:00,2.25177,16.8892,20.34186,0.064756,11.075,4.599,194,4.2,23.1
2020/6/23,19:00:00,1.5796,14.93294,17.35495,0.076019,12.125,5.495,188.6,3.1,22.3
2020/6/23,20:00:00,1.20991,22.70956,24.56473,0.095726,13.7,6.344,175.3,2.4,20.2
2020/6/23,21:00:00,1.10908,37.43821,39.13877,0.137959,17.75,8.184,159.6,2.5,18.2
2020/6/23,22:00:00,1.1763,44.18442,45.98806,0.163299,34.075,11.415,161.7,2.7,17.2
2020/6/23,23:00:00,1.24352,38.00455,39.91125,0.168929,26.8,11.651,162.7,2.4,16
2020/6/23,24:00:00,1.31073,29.97073,31.9805,0.180191,19.325,10.472,153.5,2.3,15.8
2020/6/24,1:00:00,1.3006,28.17858,30.17281,0.11823,18.025,10.259,163.6,2.3,14.9
2020/6/24,2:00:00,1.12121,26.04807,27.76723,0.092895,17.7,10.307,171.6,2.4,15.2
2020/6/24,3:00:00,1.37909,33.81444,35.92901,0.10134,18.825,10.472,190.2,2.1,15.2
2020/6/24,4:00:00,2.08545,37.93772,41.13536,0.121045,20.725,11.509,180.9,2.1,14.8
2020/6/24,5:00:00,6.05453,44.48117,53.76464,0.152011,23.5,12.736,176.7,1.8,14.3
2020/6/24,6:00:00,10.09088,39.52933,55.0018,0.216755,34.4,15.118,172.1,1.9,14.3
2020/6/24,7:00:00,22.23356,46.99413,81.08512,0.188605,36.775,15.071,159.9,1.8,14.5
2020/6/24,8:00:00,14.46359,41.02075,63.19794,0.132306,27.25,11.297,151.8,1.7,16.8
2020/6/24,9:00:00,7.63543,30.45883,42.16633,0.121045,34.875,12.665,154.9,2.2,20.9
2020/6/24,10:00:00,4.50726,24.01781,30.92885,0.12386,30.45,13.514,157.5,2.9,23.2
2020/6/24,11:00:00,3.4309,22.42068,27.68132,0.12386,32.4,12.925,155.6,3.3,24.5
2020/6/24,12:00:00,2.52272,18.5553,22.42341,0.11823,26.7,11.887,150.3,3.4,25.5
2020/6/24,13:00:00,1.81636,15.82381,18.60885,0.1126,23.4,11.439,148.6,3.6,26.1
2020/6/24,14:00:00,1.78272,16.64861,19.38208,0.10697,25.7,11.368,152.3,3.8,26.6
2020/6/24,15:00:00,1.14363,12.88611,14.63965,0.07882,27,11.085,150.8,3.8,26.7
2020/6/24,16:00:00,1.78272,17.83421,20.56768,0.070375,22.125,10.283,153.2,3.7,26.7
2020/6/24,17:00:00,1.04272,14.58727,16.1861,0.06193,21.525,10.849,158.9,3.6,26.5
2020/6/24,18:00:00,0.77363,12.21628,13.4025,0.076005,23.2,12.453,147.4,3.5,25.8
2020/6/24,19:00:00,0.90818,16.23692,17.62944,0.140751,27.45,14.859,132.1,2.9,24.6
2020/6/24,20:00:00,0.70636,19.27842,20.36149,0.17453,26.35,14.764,109.7,3.2,22.1
2020/6/24,21:00:00,0.80727,21.39181,22.62961,0.16327,25.4,14.929,109.1,3,19.7
2020/6/24,22:00:00,0.70636,25.61883,26.7019,0.1689,27.45,17.382,110.4,2.7,18
2020/6/24,23:00:00,0.74,27.06215,28.1968,0.171715,31,21.227,105.3,2.5,16.5
2020/6/24,24:00:00,0.74,17.62885,18.7635,0.135121,30.35,21.533,90.8,2.5,15.2
2020/6/25,1:00:00,0.67328,14.65337,15.68572,0.149169,28.275,19.882,54.7,2.2,13
2020/6/25,2:00:00,0.71817,13.00222,14.10339,0.151984,28.475,20.283,60.7,2.4,12
2020/6/25,3:00:00,0.70694,10.88672,11.97068,0.140726,29.075,20.613,65.7,2.3,11.8
2020/6/25,4:00:00,0.67328,10.37076,11.40311,0.140726,28.25,20.189,41.4,1.9,11.4
2020/6/25,5:00:00,0.8416,12.22818,13.51862,0.135097,29.125,21.25,42.3,1.9,11.2
2020/6/25,6:00:00,1.44755,16.04606,18.26561,0.135097,26.975,19.387,49.7,2,11.6
2020/6/25,7:00:00,2.0535,16.71648,19.86514,0.106952,21.375,13.443,72.6,2.1,12.1
2020/6/25,8:00:00,3.3664,19.96637,25.12811,0.115396,21.25,12.217,70.6,1.9,12.7
2020/6/25,9:00:00,4.44365,20.17213,26.98563,0.14354,21.95,11.486,66,2,14.3
2020/6/25,10:00:00,2.92877,13.87809,18.3688,0.109767,20.45,10.236,81.3,2.6,17.7
2020/6/25,11:00:00,1.75053,10.47333,13.15743,0.118209,23.425,10.236,95.8,3.1,20.8
2020/6/25,12:00:00,1.58221,11.86656,14.29258,0.126653,22.975,10.094,111.9,3.9,23.2
2020/6/25,13:00:00,1.81786,14.29152,17.07886,0.160428,21.675,10.094,115.7,4.3,24.6
2020/6/25,14:00:00,1.48122,11.45384,13.72501,0.109767,19.2,6.698,113.2,4.5,25.1
2020/6/25,15:00:00,1.91885,13.67229,16.61448,0.090065,17.6,6.297,113.2,4.7,24.9
2020/6/25,16:00:00,2.8951,18.8315,23.27059,0.061919,16.35,5.519,112.7,4.5,24.5
2020/6/25,17:00:00,1.61587,15.37519,17.85283,0.061919,15.525,6.203,112.4,4.2,23.8
2020/6/25,18:00:00,1.41389,17.07804,19.24597,0.095694,19.475,8.373,114,3.9,23
2020/6/25,19:00:00,0.80794,14.13732,15.37614,0.132282,22.85,12.972,101.8,3.6,21.3
2020/6/25,20:00:00,0.70694,16.82046,17.90443,0.157613,26.4,15.826,93.8,3.1,18.9
2020/6/25,21:00:00,0.60595,15.89176,16.82087,0.166057,27.65,17.193,89.6,2.8,17.1
2020/6/25,22:00:00,0.74061,20.48388,21.61946,0.182944,28.575,18.373,106.5,3.1,16.1
2020/6/25,23:00:00,0.67328,21.61907,22.65142,0.180129,27.775,18.396,106.4,2.4,15.2
2020/6/25,24:00:00,0.8416,20.48382,21.77426,0.185759,32,21.91,89.2,2,14.6
2020/6/26,1:00:00,0.67384,11.84424,12.87743,0.090049,28.875,20.849,50.8,2.1,12.6
2020/6/26,2:00:00,0.89845,16.80231,18.17991,0.101305,28.8,20.967,47.5,2,12.5
2020/6/26,3:00:00,0.74122,14.61596,15.75248,0.095677,27.125,20.047,37.2,1.8,12.1
2020/6/26,4:00:00,0.77491,12.08522,13.2734,0.095677,27.525,20.66,49.3,2,11.9
2020/6/26,5:00:00,1.11183,14.30593,16.01071,0.101305,30.45,22.854,23.6,1.9,11.3
2020/6/26,6:00:00,2.12258,16.31981,19.57439,0.081607,29.55,22.5,23.5,2.1,11.3
2020/6/26,7:00:00,3.70609,21.58727,27.26986,0.075979,28.7,19.906,39.4,2.2,11.6
2020/6/26,8:00:00,2.89749,23.18864,27.63139,0.095677,27.725,18.208,34.5,1.9,12.2
2020/6/26,9:00:00,3.53763,23.65323,29.07752,0.109747,30.175,17.948,43.3,1.8,13.7
2020/6/26,10:00:00,4.44731,25.87373,32.69284,0.121003,28.45,16.934,77.5,1.9,17.1
2020/6/26,11:00:00,7.44587,44.82724,56.24408,0.320799,42.7,20.991,101.2,2.5,19.9
2020/6/26,12:00:00,5.82867,43.79489,52.73205,0.211052,29.95,17.76,113.9,2.6,21.6
2020/6/26,13:00:00,4.78423,24.32418,31.65989,0.123817,22.375,13.726,138.4,3.5,23.6
2020/6/26,14:00:00,3.20072,19.26332,24.17101,0.123817,22.875,13.066,148.2,3.4,25
2020/6/26,15:00:00,2.4595,20.08995,23.86113,0.095677,29.1,15,144.3,3.4,26
2020/6/26,16:00:00,1.75197,17.3529,20.03921,0.101305,29.275,15.519,152.6,3.8,25.5
2020/6/26,17:00:00,3.50394,31.50365,36.87629,0.146329,26.625,15.967,176.1,3.6,24.8
2020/6/26,18:00:00,4.04301,34.96383,41.16302,0.180098,27.925,19.953,232,2.5,23.2
2020/6/26,19:00:00,3.63871,33.72444,39.30372,0.194168,25.075,17.099,302.9,3.9,22
2020/6/26,20:00:00,2.66165,24.84144,28.92258,0.146329,24.025,17.5,299.5,3.9,18.7
2020/6/26,21:00:00,2.15627,16.68133,19.98757,0.154771,25.825,19.151,298,2.6,16.8
2020/6/26,22:00:00,2.08889,13.94404,17.14696,0.112561,21.9,16.014,282.4,2.1,15.4
2020/6/26,23:00:00,1.92043,13.37598,16.3206,0.135073,23.4,16.486,277.3,2,14.1
2020/6/26,24:00:00,0.90968,9.03797,10.43279,0.064723,19.875,14.646,259.7,1.6,13.1
2020/6/27,1:00:00,0.62943,7.30643,8.27154,0.129423,22.65,15.873,251.8,1.5,14.2
2020/6/27,2:00:00,0.76431,7.5132,8.68512,0.137863,24.6,16.769,240.2,1.5,13.2
2020/6/27,3:00:00,0.74183,8.68501,9.82246,0.132237,24.375,16.816,209.4,1.4,13.2
2020/6/27,4:00:00,1.31506,16.69797,18.71437,0.160372,27.15,19.552,185.1,2,13.4
2020/6/27,5:00:00,2.15805,22.74641,26.05537,0.188507,31.275,22.311,188.9,3,13.6
2020/6/27,6:00:00,1.85457,14.47491,17.31855,0.123796,10,6.91,179.2,3.3,13.8
2020/6/27,7:00:00,3.13591,17.62823,22.43656,0.118169,6.3,3.609,171.3,2.5,14.4
2020/6/27,8:00:00,4.72073,21.81545,29.0538,0.115355,7.625,4.08,170.2,3.9,14.4
2020/6/27,9:00:00,6.71018,21.86684,32.15563,0.118169,8.95,5.731,169.6,4.5,14.4
2020/6/27,10:00:00,6.94621,18.60988,29.26059,0.123796,8.95,6.179,176.1,5.4,15.3
2020/6/27,11:00:00,5.59743,12.87171,21.45432,0.104102,5.3,3.231,170.4,5.2,16.1
2020/6/27,12:00:00,4.51841,10.7006,17.62873,0.090033,4.675,2.288,172.8,7,18.5
2020/6/27,13:00:00,3.40567,8.73628,13.95823,0.09566,4.4,1.934,188.5,6.5,19.8
2020/6/27,14:00:00,4.34981,14.21603,20.88565,0.146304,4.15,2.17,215.4,6.9,19.8
2020/6/27,15:00:00,4.1475,8.1158,14.4752,0.090033,3.475,1.698,218.7,6.8,18.9
2020/6/27,16:00:00,2.19177,6.77198,10.13264,0.081593,4.675,2.429,218.1,6.5,18.4
2020/6/27,17:00:00,2.46152,9.92546,13.69974,0.109728,4.325,1.792,238.1,5.4,16.4
2020/6/27,18:00:00,2.56268,6.82362,10.75301,0.098474,1.95,1.038,257.9,5.3,17.1
2020/6/27,19:00:00,2.15805,8.2712,11.58016,0.106914,3.5,2.099,232.3,4.9,16.2
2020/6/27,20:00:00,1.31506,7.49588,9.51228,0.112542,3.075,1.274,236.6,5,14.4
2020/6/27,21:00:00,1.34878,8.42642,10.49452,0.101288,3.775,1.769,238.6,4.9,13.1
2020/6/27,22:00:00,1.01158,7.65102,9.20209,0.092847,4.45,2.099,242.9,4.7,12.4
2020/6/27,23:00:00,1.01158,6.97896,8.53003,0.08722,3.65,2.075,234.8,5,12.2
2020/6/27,24:00:00,0.40463,4.13571,4.75614,0.053458,5.45,3.184,233.3,5,11.7
2020/6/28,1:00:00,0.31497,3.17382,3.65678,0.078765,4.775,2.689,232,4.5,11.9
2020/6/28,2:00:00,0.26998,2.55286,2.96682,0.087204,3.65,2.052,236.5,4.6,11.2
2020/6/28,3:00:00,0.30373,2.17338,2.63909,0.075952,3.425,1.769,230.7,5.3,11
2020/6/28,4:00:00,0.20248,1.70766,2.01813,0.061888,3.675,2.217,233.5,5.1,10.8
2020/6/28,5:00:00,0.26998,1.70766,2.12162,0.053448,5.05,2.524,239.4,5.6,11
2020/6/28,6:00:00,0.43871,1.91466,2.58734,0.059074,3.9,2.146,240.7,5.9,11.1
2020/6/28,7:00:00,1.58612,3.57062,6.00263,0.126587,6.6,2.524,242.9,6.2,11.4
2020/6/28,8:00:00,1.41738,3.51886,5.69215,0.075952,5.575,2.642,241.2,6.2,11.9
2020/6/28,9:00:00,1.55237,4.34682,6.72709,0.084392,6.475,2.759,240.9,6.7,12.5
2020/6/28,10:00:00,2.69978,6.4685,10.6081,0.10971,5.25,2.642,241.4,7.1,13.8
2020/6/28,11:00:00,2.69978,6.00278,10.14238,0.075952,7.4,3.538,243.8,7.5,15.3
2020/6/28,12:00:00,2.49729,6.10626,9.93539,0.078765,7.725,3.019,241.6,7.6,15.8
2020/6/28,13:00:00,2.93601,8.17616,12.67798,0.098456,6,2.241,243.6,7.7,16.2
2020/6/28,14:00:00,2.39605,5.69228,9.36618,0.075952,4.025,1.981,246.5,7.6,16.1
2020/6/28,15:00:00,2.69978,5.74405,9.88365,0.081579,6.65,3.019,242.9,7.5,15.8
2020/6/28,16:00:00,1.65361,5.22652,7.76203,0.067513,6.95,2.642,241,7.2,15.5
2020/6/28,17:00:00,1.92359,6.52021,9.46967,0.106896,4.975,2.571,242.5,6.2,14.7
2020/6/28,18:00:00,2.05858,8.43485,11.59129,0.115335,3.75,2.146,240.7,5.7,13.8
2020/6/28,19:00:00,1.55237,8.38307,10.76334,0.115335,3.2,2.005,239.2,6.1,13
2020/6/28,20:00:00,1.51863,9.78024,12.10876,0.118149,5.025,2.948,234.7,6,12.2
2020/6/28,21:00:00,0.91118,8.1243,9.52142,0.10127,6.4,3.585,238.4,5.9,12
2020/6/28,22:00:00,0.84368,6.5719,7.86552,0.087204,7.925,3.726,237.4,6.1,11.9
2020/6/28,23:00:00,1.07991,7.81383,9.46967,0.10971,7.4,3.821,239.1,6.5,11.5
2020/6/28,24:00:00,0.43871,5.53694,6.20962,0.090018,8.625,4.481,239.7,6.6,11.5
2020/6/29,1:00:00,0.31523,3.38413,3.86748,0.060002,6.05,3.632,238.6,5.9,11.5
2020/6/29,2:00:00,0.22517,1.9338,2.27905,0.063752,5.175,2.759,242.2,5.9,11.5
2020/6/29,3:00:00,0.23642,1.70935,2.07186,0.067501,3.875,2.028,240.1,6,11.6
2020/6/29,4:00:00,0.43908,3.2633,3.93654,0.067501,2.15,1.156,239.9,5.5,11.6
2020/6/29,5:00:00,0.74305,6.63015,7.76948,0.073127,2.25,1.274,244.8,5.6,11.5
2020/6/29,6:00:00,1.24967,11.29198,13.20812,0.092815,2.075,1.226,247.1,5.7,11.6
2020/6/29,7:00:00,4.35697,20.87516,27.55576,0.143441,1.825,0.896,247.8,5.7,11.7
2020/6/29,8:00:00,5.40399,22.42934,30.71535,0.106877,4.975,1.486,250.2,6.1,12
2020/6/29,9:00:00,5.60664,17.19794,25.79467,0.140628,3.2,1.203,248.6,6.3,12.5
2020/6/29,10:00:00,4.59339,12.58778,19.63089,0.101253,2.9,1.179,255.6,7.3,13
2020/6/29,11:00:00,4.49207,12.84674,19.73448,0.084377,3.5,1.439,263.5,8.3,13.3
2020/6/29,12:00:00,5.94439,13.83126,22.94587,0.13219,4.175,2.075,264.2,8.5,13.6
2020/6/29,13:00:00,6.68744,13.67607,23.93,0.210943,3.525,1.58,261.3,8.8,13.9
2020/6/29,14:00:00,7.46427,14.03885,25.48389,0.241881,2.675,1.415,263.9,8.4,13.9
2020/6/29,15:00:00,6.34969,11.60412,21.34017,0.233443,3.325,1.651,263,8.6,13.7
2020/6/29,16:00:00,5.47154,11.3449,19.73448,0.258756,5.625,3.137,262.6,8.6,14.2
2020/6/29,17:00:00,5.10002,10.67144,18.49136,0.267193,7.55,3.962,260.2,6.8,13.5
2020/6/29,18:00:00,4.25564,9.73888,16.26411,0.281257,7.375,4.104,263.5,7.3,14.3
2020/6/29,19:00:00,4.12054,9.79064,16.10872,0.281257,7.125,3.797,262,5.7,13.7
2020/6/29,20:00:00,3.03975,8.44364,13.10452,0.219381,6.475,3.726,263.2,5.2,12.7
2020/6/29,21:00:00,1.72252,9.01306,11.65422,0.146254,6.325,3.302,259.8,3.6,11.9
2020/6/29,22:00:00,3.85035,9.63518,15.53896,0.281257,6,3.113,260.7,3.1,11.4
2020/6/29,23:00:00,1.31722,6.63031,8.65002,0.120941,5.425,2.783,260.3,3,11.2
2020/6/29,24:00:00,0.97947,5.49069,6.99253,0.081565,5.45,2.925,267.6,3.7,12.2
